id,observed_on_string,observed_on,time_observed_at,scientific_name,common_name
205449343,2024/04/02 3:43 PM,2024-04-02,2024-04-02 22:43:00 +0000,Spizella breweri,Brewer's Sparrow
205449344,2024/04/02 3:43 PM,2024-04-02,2024-04-02 22:43:00 +0000,Spizella breweri,Brewer's Sparrow
205449346,2024/04/02 3:43 PM,2024-04-02,2024-04-02 22:43:00 +0000,Spizella breweri,Brewer's Sparrow
205449347,2024/04/02 3:45 PM,2024-04-02,2024-04-02 22:45:00 +0000,Spizella breweri,Brewer's Sparrow
205449350,2024/04/02 3:46 PM,2024-04-02,2024-04-02 22:46:00 +0000,Spizella breweri,Brewer's Sparrow
205449351,2024/04/02 3:47 PM,2024-04-02,2024-04-02 22:47:00 +0000,Spizella breweri,Brewer's Sparrow
205449355,2024/04/02 3:49 PM,2024-04-02,2024-04-02 22:49:00 +0000,Cathartes aura,Turkey Vulture
205449362,2024/04/02 4:01 PM,2024-04-02,2024-04-02 23:01:00 +0000,Aphelocoma californica,California Scrub-Jay
205449372,2024/04/02 4:10 PM,2024-04-02,2024-04-02 23:10:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205465776,2022/02/19 9:38 AM,2022-02-19,2022-02-19 17:38:00 +0000,Lanius ludovicianus,Loggerhead Shrike
205547775,2024/04/03 6:23 PM,2024-04-03,2024-04-04 01:23:00 +0000,Phainopepla nitens,Phainopepla
205547776,2024/04/03 6:59 PM,2024-04-03,2024-04-04 01:59:00 +0000,Spizella breweri,Brewer's Sparrow
205547779,2024/04/03 8:30 PM,2024-04-03,2024-04-04 03:30:00 +0000,Salpinctes obsoletus,Rock Wren
205547780,2024/04/04 6:18 PM,2024-04-04,2024-04-05 01:18:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
205598218,2024/04/03 7:36 PM,2024-04-03,2024-04-04 02:36:00 +0000,Myiarchus cinerascens,Ash-throated Flycatcher
205609778,2024-03-29 10:08:39,2024-03-29,2024-03-29 17:08:39 +0000,Salpinctes obsoletus,Rock Wren
205610788,2024-03-29 09:55:04,2024-03-29,2024-03-29 16:55:04 +0000,Amphispiza bilineata,Black-throated Sparrow
205690154,2024-04-01 10:47:08-07:00,2024-04-01,2024-04-01 17:47:08 +0000,Campylorhynchus brunneicapillus,Cactus Wren
205808109,2024/04/03 6:18 PM,2024-04-03,2024-04-04 01:18:00 +0000,Aeronautes saxatalis,White-throated Swift
205882558,2024/04/03 7:24 PM,2024-04-03,2024-04-04 02:24:00 +0000,Callipepla gambelii,Gambel's Quail
205882559,2024/04/04 6:52 PM,2024-04-04,2024-04-05 01:52:00 +0000,Calypte costae,Costa's Hummingbird
205882564,2024/04/04 7:17 PM,2024-04-04,2024-04-05 02:17:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205989625,2024-04-01 13:15:09,2024-04-01,2024-04-01 20:15:09 +0000,Campylorhynchus brunneicapillus,Cactus Wren
206004543,2024-04-06 12:07:03-07:00,2024-04-06,2024-04-06 19:07:03 +0000,Amphispiza bilineata,Black-throated Sparrow
206008490,2024/04/06 10:20 AM,2024-04-06,2024-04-06 17:20:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
206008523,2024/04/06 10:21 AM,2024-04-06,2024-04-06 17:21:00 +0000,Auriparus flaviceps,Verdin
206009726,2024-04-07 11:43:25,2024-04-07,2024-04-07 18:43:25 +0000,Salpinctes obsoletus,Rock Wren
206009794,2024/04/06 11:05 AM,2024-04-06,2024-04-06 18:05:00 +0000,Phainopepla nitens,Phainopepla
206010450,2024/04/06 12:29 PM,2024-04-06,2024-04-06 19:29:00 +0000,Phainopepla nitens,Phainopepla
206019956,2024/03/31 7:43 PM,2024-03-31,2024-04-01 02:43:00 +0000,Lanius ludovicianus,Loggerhead Shrike
206019957,2024/03/31 7:43 PM,2024-03-31,2024-04-01 02:43:00 +0000,Lanius ludovicianus,Loggerhead Shrike
206019958,2024/03/31 7:30 PM,2024-03-31,2024-04-01 02:30:00 +0000,Amphispiza bilineata,Black-throated Sparrow
206093744,2024-04-07 08:58:59-07:00,2024-04-07,2024-04-07 15:58:59 +0000,Auriparus flaviceps,Verdin
206150481,2024-04-04 08:09:21,2024-04-04,2024-04-04 15:09:21 +0000,Phainopepla nitens,Phainopepla
206160264,2024-04-04 10:45:09,2024-04-04,2024-04-04 17:45:09 +0000,Lanius ludovicianus,Loggerhead Shrike
206164547,2024-04-04 15:16:56,2024-04-04,2024-04-04 22:16:56 +0000,Calypte costae,Costa's Hummingbird
206169855,2024/04/08 3:29 PM,2024-04-08,2024-04-08 22:29:00 +0000,Phainopepla nitens,Phainopepla
206176538,2024/04/08 3:28 PM,2024-04-08,2024-04-08 22:28:00 +0000,Callipepla gambelii,Gambel's Quail
206305465,2024/04/06 11:58 AM,2024-04-06,2024-04-06 18:58:00 +0000,Spizella breweri,Brewer's Sparrow
206308822,2024-04-05 11:14:37,2024-04-05,2024-04-05 18:14:37 +0000,Amphispiza bilineata,Black-throated Sparrow
206308996,2024-04-05 11:16:29,2024-04-05,2024-04-05 18:16:29 +0000,Campylorhynchus brunneicapillus,Cactus Wren
206351696,2024/04/06 8:18 PM,2024-04-06,2024-04-07 03:18:00 +0000,Salpinctes obsoletus,Rock Wren
206351698,2024/04/07 10:58 AM,2024-04-07,2024-04-07 17:58:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
206351707,2024/04/07 3:00 PM,2024-04-07,2024-04-07 22:00:00 +0000,Oreoscoptes montanus,Sage Thrasher
206351709,2024/04/07 4:47 PM,2024-04-07,2024-04-07 23:47:00 +0000,Auriparus flaviceps,Verdin
206351710,2024/04/07 4:37 PM,2024-04-07,2024-04-07 23:37:00 +0000,Calypte anna,Anna's Hummingbird
206351716,2024/04/07 5:27 PM,2024-04-07,2024-04-08 00:27:00 +0000,Calypte costae,Costa's Hummingbird
206356028,2024/04/06 9:28 PM,2024-04-06,2024-04-07 04:28:00 +0000,Aeronautes saxatalis,White-throated Swift
206356031,2024/04/07 2:57 PM,2024-04-07,2024-04-07 21:57:00 +0000,Polioptila caerulea,Blue-gray Gnatcatcher
206358282,2024/04/07 4:49 PM,2024-04-07,2024-04-07 23:49:00 +0000,Calypte anna,Anna's Hummingbird
206369163,2024-04-06 14:33:19-07:00,2024-04-06,2024-04-06 21:33:19 +0000,Amphispiza bilineata,Black-throated Sparrow
206386264,2024/04/09 9:50 AM,2024-04-09,2024-04-09 16:50:00 +0000,Myiarchus cinerascens,Ash-throated Flycatcher
206386266,2024/04/09 10:41 AM,2024-04-09,2024-04-09 17:41:00 +0000,Calypte costae,Costa's Hummingbird
206386267,2024/04/09 10:19 AM,2024-04-09,2024-04-09 17:19:00 +0000,Empidonax hammondii,Hammond's Flycatcher
206386277,2024/04/09 12:20 PM,2024-04-09,2024-04-09 19:20:00 +0000,Phainopepla nitens,Phainopepla
206386278,2024/04/09 12:14 PM,2024-04-09,2024-04-09 19:14:00 +0000,Amphispiza bilineata,Black-throated Sparrow
206386285,2024/04/09 2:08 PM,2024-04-09,2024-04-09 21:08:00 +0000,Toxostoma lecontei,LeConte's Thrasher
206386309,2024/04/09 4:31 PM,2024-04-09,2024-04-09 23:31:00 +0000,Callipepla gambelii,Gambel's Quail
206447138,2024/04/06 2:21 PM,2024-04-06,2024-04-06 21:21:00 +0000,Amphispiza bilineata,Black-throated Sparrow
206447139,2024/04/06 2:20 PM,2024-04-06,2024-04-06 21:20:00 +0000,Amphispiza bilineata,Black-throated Sparrow
206447141,2024/04/06 2:30 PM,2024-04-06,2024-04-06 21:30:00 +0000,Thryomanes bewickii,Bewick's Wren
206447148,2024/04/06 2:55 PM,2024-04-06,2024-04-06 21:55:00 +0000,Aphelocoma californica,California Scrub-Jay
206504875,2024-04-10 15:29:08-07:00,2024-04-10,2024-04-10 22:29:08 +0000,Geococcyx californianus,Greater Roadrunner
206549598,2024-04-09 14:08:08-07:00,2024-04-09,2024-04-09 21:08:08 +0000,Haemorhous mexicanus,House Finch
206612086,2024-04-10 16:44:03-07:00,2024-04-10,2024-04-10 23:44:03 +0000,Zonotrichia leucophrys,White-crowned Sparrow
206697475,2017/03/14 10:48 AM,2017-03-14,2017-03-14 17:48:00 +0000,Piranga ludoviciana,Western Tanager
206697487,2017/03/21 7:13 PM,2017-03-21,2017-03-22 02:13:00 +0000,Chondestes grammacus,Lark Sparrow
206697488,2017/03/15 4:29 PM,2017-03-15,2017-03-15 23:29:00 +0000,Phainopepla nitens,Phainopepla
206697489,2017/03/19 12:23 PM,2017-03-19,2017-03-19 19:23:00 +0000,Spizella breweri,Brewer's Sparrow
206697490,2017/03/15 3:47 PM,2017-03-15,2017-03-15 22:47:00 +0000,Leiothlypis celata,Orange-crowned Warbler
206697491,2017/03/15 4:25 PM,2017-03-15,2017-03-15 23:25:00 +0000,Tyrannus verticalis,Western Kingbird
206697493,2017/03/15 3:31 PM,2017-03-15,2017-03-15 22:31:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
206697494,2017/03/15 11:45 AM,2017-03-15,2017-03-15 18:45:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
206697495,2017/03/15 11:37 AM,2017-03-15,2017-03-15 18:37:00 +0000,Amphispiza bilineata,Black-throated Sparrow
206697496,2017/03/15 2:58 PM,2017-03-15,2017-03-15 21:58:00 +0000,Spizella breweri,Brewer's Sparrow
206697499,2017/03/15 11:10 AM,2017-03-15,2017-03-15 18:10:00 +0000,Calypte costae,Costa's Hummingbird
206697503,2017/03/14 2:39 PM,2017-03-14,2017-03-14 21:39:00 +0000,Bubo virginianus,Great Horned Owl
206697504,2017/03/14 2:17 PM,2017-03-14,2017-03-14 21:17:00 +0000,Sayornis nigricans,Black Phoebe
206697506,2017/03/14 2:17 PM,2017-03-14,2017-03-14 21:17:00 +0000,Setophaga coronata,Yellow-rumped Warbler
206697507,2017/03/14 2:12 PM,2017-03-14,2017-03-14 21:12:00 +0000,Phainopepla nitens,Phainopepla
206697510,2017/03/14 11:32 AM,2017-03-14,2017-03-14 18:32:00 +0000,Myiarchus cinerascens,Ash-throated Flycatcher
206697511,2017/03/14 11:20 AM,2017-03-14,2017-03-14 18:20:00 +0000,Thryomanes bewickii,Bewick's Wren
206697512,2017/03/14 11:21 AM,2017-03-14,2017-03-14 18:21:00 +0000,Calypte costae,Costa's Hummingbird
206697514,2017/03/14 11:13 AM,2017-03-14,2017-03-14 18:13:00 +0000,Spinus psaltria,Lesser Goldfinch
206697515,2017/03/14 11:10 AM,2017-03-14,2017-03-14 18:10:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
206697516,2017/03/14 10:56 AM,2017-03-14,2017-03-14 17:56:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
206697517,2017/03/14 10:50 AM,2017-03-14,2017-03-14 17:50:00 +0000,Spizella breweri,Brewer's Sparrow
206697518,2017/03/14 10:46 AM,2017-03-14,2017-03-14 17:46:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
206697519,2017/03/14 10:49 AM,2017-03-14,2017-03-14 17:49:00 +0000,Amphispiza bilineata,Black-throated Sparrow
206882989,2024/04/12 1:19 PM,2024-04-12,2024-04-12 20:19:00 +0000,Calypte costae,Costa's Hummingbird
206985044,2024-04-12 16:45:13-08:00,2024-04-12,2024-04-13 00:45:13 +0000,Amphispiza bilineata,Black-throated Sparrow
207091145,2024-04-13 14:50:03-07:00,2024-04-13,2024-04-13 21:50:03 +0000,Amphispiza bilineata,Black-throated Sparrow
207091446,2024-04-13 14:54:21-07:00,2024-04-13,2024-04-13 21:54:21 +0000,Spizella breweri,Brewer's Sparrow
207215071,2024-04-12 17:21:16-07:00,2024-04-12,2024-04-13 00:21:16 +0000,Phainopepla nitens,Phainopepla
207221292,2024-04-12 17:21:16-07:00,2024-04-12,2024-04-13 00:21:16 +0000,Amphispiza bilineata,Black-throated Sparrow
207222834,2024-04-12 17:43:42-07:00,2024-04-12,2024-04-13 00:43:42 +0000,Callipepla gambelii,Gambel's Quail
207223034,2024-04-12 17:24:18-07:00,2024-04-12,2024-04-13 00:24:18 +0000,Icterus parisorum,Scott's Oriole
207235516,2024-04-12 17:24:18-07:00,2024-04-12,2024-04-13 00:24:18 +0000,Spizella breweri,Brewer's Sparrow
207249722,2024-04-14 13:13:23,2024-04-14,2024-04-14 20:13:23 +0000,Mimus polyglottos,Northern Mockingbird
207250004,2024-04-14 13:14:41,2024-04-14,2024-04-14 20:14:41 +0000,Callipepla gambelii,Gambel's Quail
207299243,2024-04-14 13:30:05,2024-04-14,2024-04-14 20:30:05 +0000,Amphispiza bilineata,Black-throated Sparrow
207308893,2024-04-14 13:45:26-07:00,2024-04-14,2024-04-14 20:45:26 +0000,Campylorhynchus brunneicapillus,Cactus Wren
207310425,2024-04-14 08:29:17-07:00,2024-04-14,2024-04-14 15:29:17 +0000,Cardellina pusilla,Wilson's Warbler
207310654,2024-04-14 06:54:09-07:00,2024-04-14,2024-04-14 13:54:09 +0000,Amphispiza bilineata,Black-throated Sparrow
207312137,2024-04-14 07:42:28-07:00,2024-04-14,2024-04-14 14:42:28 +0000,Aquila chrysaetos,Golden Eagle
207462751,2024/04/09 12:51 PM,2024-04-09,2024-04-09 19:51:00 +0000,Spizella breweri,Brewer's Sparrow
207462760,2024/04/10 9:56 AM,2024-04-10,2024-04-10 16:56:00 +0000,Lanius ludovicianus,Loggerhead Shrike
207462764,2024/04/10 9:56 AM,2024-04-10,2024-04-10 16:56:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
207462765,2024/04/10 10:18 AM,2024-04-10,2024-04-10 17:18:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
207462766,2024/04/10 12:05 PM,2024-04-10,2024-04-10 19:05:00 +0000,Callipepla gambelii,Gambel's Quail
207462777,2024/04/11 9:43 AM,2024-04-11,2024-04-11 16:43:00 +0000,Amphispiza bilineata,Black-throated Sparrow
207496965,2005/03/27 9:41 AM,2005-03-27,2005-03-27 17:41:00 +0000,Spinus lawrencei,Lawrence's Goldfinch
207497974,2024/03/24 4:15 PM,2024-03-24,2024-03-24 23:15:00 +0000,Cathartes aura,Turkey Vulture
207497976,2024/03/24 4:45 PM,2024-03-24,2024-03-24 23:45:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
207497977,2024/03/24 6:02 PM,2024-03-24,2024-03-25 01:02:00 +0000,Spizella breweri,Brewer's Sparrow
207497978,2024/03/24 6:54 PM,2024-03-24,2024-03-25 01:54:00 +0000,Haemorhous mexicanus,House Finch
207497979,2024/03/24 6:05 PM,2024-03-24,2024-03-25 01:05:00 +0000,Spizella breweri,Brewer's Sparrow
207499858,2005/03/27 9:59 AM,2005-03-27,2005-03-27 17:59:00 +0000,Calypte anna,Anna's Hummingbird
207580662,2024-04-06 12:56:07,2024-04-06,2024-04-06 19:56:07 +0000,Callipepla gambelii,Gambel's Quail
207778936,2024-04-16 06:53:26-07:00,2024-04-16,2024-04-16 13:53:26 +0000,Amphispiza bilineata,Black-throated Sparrow
207778951,2024-04-16 08:41:11-07:00,2024-04-16,2024-04-16 15:41:11 +0000,Spizella breweri,Brewer's Sparrow
207778964,2024-04-16 08:48:38-07:00,2024-04-16,2024-04-16 15:48:38 +0000,Spizella breweri,Brewer's Sparrow
207778979,2024-04-16 10:13:40-07:00,2024-04-16,2024-04-16 17:13:40 +0000,Spizella breweri,Brewer's Sparrow
207779031,2024-04-16 11:13:07-07:00,2024-04-16,2024-04-16 18:13:07 +0000,Catherpes mexicanus,Canyon Wren
207877931,2024/04/17 3:33 PM,2024-04-17,2024-04-17 22:33:00 +0000,Salpinctes obsoletus,Rock Wren
208014188,2024/04/16 5:08 PM,2024-04-16,2024-04-17 00:08:00 +0000,Alectoris chukar,Chukar
208038697,2024/04/18 10:16 AM,2024-04-18,2024-04-18 17:16:00 +0000,Spizella breweri,Brewer's Sparrow
208051761,2024/04/18 4:11 PM,2024-04-18,2024-04-18 23:11:00 +0000,Toxostoma redivivum,California Thrasher
208051768,2024/04/18 6:25 PM,2024-04-18,2024-04-19 01:25:00 +0000,Sayornis saya,Say's Phoebe
208051769,2024/04/18 6:49 PM,2024-04-18,2024-04-19 01:49:00 +0000,Amphispiza bilineata,Black-throated Sparrow
208051772,2024/04/18 7:44 PM,2024-04-18,2024-04-19 02:44:00 +0000,Spizella breweri,Brewer's Sparrow
208086486,2024-04-15 09:09:22-07:00,2024-04-15,2024-04-15 16:09:22 +0000,Alectoris chukar,Chukar
208096032,2024/04/15 5:17 PM,2024-04-15,2024-04-16 00:17:00 +0000,Cardellina pusilla,Wilson's Warbler
208096035,2024/04/16 8:02 AM,2024-04-16,2024-04-16 15:02:00 +0000,Myiarchus cinerascens,Ash-throated Flycatcher
208096036,2024/04/16 8:25 AM,2024-04-16,2024-04-16 15:25:00 +0000,Spizella breweri,Brewer's Sparrow
208096039,2024/04/16 8:24 AM,2024-04-16,2024-04-16 15:24:00 +0000,Spizella breweri,Brewer's Sparrow
208096048,2024/04/16 8:28 AM,2024-04-16,2024-04-16 15:28:00 +0000,Spizella breweri,Brewer's Sparrow
208096052,2024/04/16 8:36 AM,2024-04-16,2024-04-16 15:36:00 +0000,Amphispiza bilineata,Black-throated Sparrow
208096053,2024/04/16 8:37 AM,2024-04-16,2024-04-16 15:37:00 +0000,Aeronautes saxatalis,White-throated Swift
208100701,2024/04/16 9:41 AM,2024-04-16,2024-04-16 16:41:00 +0000,Salpinctes obsoletus,Rock Wren
208100715,2024/04/16 10:01 AM,2024-04-16,2024-04-16 17:01:00 +0000,Spizella breweri,Brewer's Sparrow
208100726,2024/04/16 10:45 AM,2024-04-16,2024-04-16 17:45:00 +0000,Sayornis saya,Say's Phoebe
208100732,2024/04/16 11:02 AM,2024-04-16,2024-04-16 18:02:00 +0000,Catherpes mexicanus,Canyon Wren
208100733,2024/04/16 11:03 AM,2024-04-16,2024-04-16 18:03:00 +0000,Catherpes mexicanus,Canyon Wren
208181439,2024-04-19 16:50:06,2024-04-19,2024-04-19 23:50:06 +0000,Haemorhous mexicanus,House Finch
208187395,2024/04/19 1:54 PM,2024-04-19,2024-04-19 20:54:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
208269685,2024/04/19 7:50 AM,2024-04-19,2024-04-19 14:50:00 +0000,Aphelocoma californica,California Scrub-Jay
208286593,2024/04/19 9:06 AM,2024-04-19,2024-04-19 16:06:00 +0000,Mimus polyglottos,Northern Mockingbird
208392114,2024-04-20 12:42:39-07:00,2024-04-20,2024-04-20 19:42:39 +0000,Cathartes aura,Turkey Vulture
208393212,2024-04-19 08:54:15-07:00,2024-04-19,2024-04-19 15:54:15 +0000,Dryobates scalaris,Ladder-backed Woodpecker
208404869,2024-04-19 08:55:03-07:00,2024-04-19,2024-04-19 15:55:03 +0000,Amphispiza bilineata,Black-throated Sparrow
208654027,2024/04/21 1:47 AM,2024-04-21,2024-04-21 08:47:00 +0000,Amphispiza bilineata,Black-throated Sparrow
208694518,2024/04/17 11:31 AM,2024-04-17,2024-04-17 18:31:00 +0000,Mimus polyglottos,Northern Mockingbird
208694523,2024/04/17 11:38 AM,2024-04-17,2024-04-17 18:38:00 +0000,Cathartes aura,Turkey Vulture
208694535,2024/04/17 10:53 AM,2024-04-17,2024-04-17 17:53:00 +0000,Phainopepla nitens,Phainopepla
208759198,2024/04/19 1:54 PM,2024-04-19,2024-04-19 20:54:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
208832534,2024/04/21 11:50 PM,2024-04-21,2024-04-22 06:50:00 +0000,Calypte costae,Costa's Hummingbird
208833439,2024/04/22 1:29 AM,2024-04-22,2024-04-22 08:29:00 +0000,Amphispiza bilineata,Black-throated Sparrow
208855441,2024-04-22 13:16:38-07:00,2024-04-22,2024-04-22 20:16:38 +0000,Amphispiza bilineata,Black-throated Sparrow
208855693,2024-04-22 13:20:20-07:00,2024-04-22,2024-04-22 20:20:20 +0000,Phalaenoptilus nuttallii,Common Poorwill
208855767,2024-04-22 17:52:53-07:00,2024-04-22,2024-04-23 00:52:53 +0000,Callipepla gambelii,Gambel's Quail
208855854,2024-04-22 18:06:26-07:00,2024-04-22,2024-04-23 01:06:26 +0000,Myiarchus cinerascens,Ash-throated Flycatcher
208855927,2024-04-22 15:45:06-07:00,2024-04-22,2024-04-22 22:45:06 +0000,Phainopepla nitens,Phainopepla
208856369,2024-04-22 14:24:10-07:00,2024-04-22,2024-04-22 21:24:10 +0000,Lanius ludovicianus,Loggerhead Shrike
208948494,2024/04/16 7:20 AM,2024-04-16,2024-04-16 14:20:00 +0000,Amphispiza bilineata,Black-throated Sparrow
208982371,2024/04/16 1:43 PM,2024-04-16,2024-04-16 20:43:00 +0000,Phainopepla nitens,Phainopepla
208982376,2024/04/16 2:07 PM,2024-04-16,2024-04-16 21:07:00 +0000,Phainopepla nitens,Phainopepla
209009326,2024/04/17 6:56 AM,2024-04-17,2024-04-17 13:56:00 +0000,Toxostoma redivivum,California Thrasher
209009328,2024/04/17 8:29 AM,2024-04-17,2024-04-17 15:29:00 +0000,Icterus parisorum,Scott's Oriole
209015518,2024-04-23 13:36:55,2024-04-23,2024-04-23 20:36:55 +0000,Salpinctes obsoletus,Rock Wren
209022577,2024/04/17 10:29 AM,2024-04-17,2024-04-17 17:29:00 +0000,Callipepla gambelii,Gambel's Quail
209052880,2024-04-23 12:17:39,2024-04-23,2024-04-23 19:17:39 +0000,Pipilo maculatus,Spotted Towhee
209119933,2024-04-24 10:30:00-07:00,2024-04-24,2024-04-24 17:30:00 +0000,Callipepla gambelii,Gambel's Quail
209205962,2020-02-13 14:41:00,2020-02-13,2020-02-13 22:41:00 +0000,Phainopepla nitens,Phainopepla
209385823,2024/04/17 12:31 PM,2024-04-17,2024-04-17 19:31:00 +0000,Salpinctes obsoletus,Rock Wren
209399228,2024/04/17 11:00 AM,2024-04-17,2024-04-17 18:00:00 +0000,Icterus parisorum,Scott's Oriole
209927891,2024-04-26 11:24:51,2024-04-26,2024-04-26 18:24:51 +0000,Aphelocoma californica,California Scrub-Jay
210489565,2024-04-27 11:16:55,2024-04-27,2024-04-27 18:16:55 +0000,Piranga ludoviciana,Western Tanager
210624645,2024-04-27 08:51:07,2024-04-27,2024-04-27 15:51:07 +0000,Anas platyrhynchos,Mallard
210624730,2024-04-27 08:46:59,2024-04-27,2024-04-27 15:46:59 +0000,Aeronautes saxatalis,White-throated Swift
210630433,2024-04-27 21:36:24-07:00,2024-04-27,2024-04-28 04:36:24 +0000,Cathartes aura,Turkey Vulture
210637203,2024-03-22 08:47:02-07:00,2024-03-22,2024-03-22 15:47:02 +0000,Phainopepla nitens,Phainopepla
210887227,2024/04/18 12:04 PM,2024-04-18,2024-04-18 19:04:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
210887257,2024/04/18 12:59 PM,2024-04-18,2024-04-18 19:59:00 +0000,Amphispiza bilineata,Black-throated Sparrow
210887275,2024/04/18 1:09 PM,2024-04-18,2024-04-18 20:09:00 +0000,Toxostoma redivivum,California Thrasher
210892758,2024-04-27 07:33:55-07:00,2024-04-27,2024-04-27 14:33:55 +0000,Alectoris chukar,Chukar
210945893,2024/04/18 2:53 PM,2024-04-18,2024-04-18 21:53:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
210945905,2024/04/18 3:48 PM,2024-04-18,2024-04-18 22:48:00 +0000,Amphispiza bilineata,Black-throated Sparrow
210945906,2024/04/18 3:31 PM,2024-04-18,2024-04-18 22:31:00 +0000,Spizella breweri,Brewer's Sparrow
211164148,2024-04-21 11:55:36,2024-04-21,2024-04-21 18:55:36 +0000,Cathartes aura,Turkey Vulture
211416835,2024/04/09 3:31 PM,2024-04-09,2024-04-09 22:31:00 +0000,Phainopepla nitens,Phainopepla
211669275,2024/04/11 9:50 PM,2024-04-11,2024-04-12 04:50:00 +0000,Amphispiza bilineata,Black-throated Sparrow
211705932,2024-04-27 16:42:34-07:00,2024-04-27,2024-04-27 23:42:34 +0000,Phainopepla nitens,Phainopepla
211743717,2024-04-28 14:45:27-07:00,2024-04-28,2024-04-28 21:45:27 +0000,Phainopepla nitens,Phainopepla
212057679,2024-04-21 19:29:41+01:00,2024-04-21,2024-04-21 18:29:41 +0000,Salpinctes obsoletus,Rock Wren
212231797,2024-04-21 21:28:33+01:00,2024-04-21,2024-04-21 20:28:33 +0000,Salpinctes obsoletus,Rock Wren
212271460,2024-04-30 08:08:56-07:00,2024-04-30,2024-04-30 15:08:56 +0000,Cathartes aura,Turkey Vulture
212425090,2024-04-30 10:24:27-07:00,2024-04-30,2024-04-30 17:24:27 +0000,Lanius ludovicianus,Loggerhead Shrike
212594184,2024-04-29 03:36:41,2024-04-29,2024-04-29 10:36:41 +0000,Phainopepla nitens,Phainopepla
212731412,2024/05/01 7:52 AM,2024-05-01,2024-05-01 14:52:00 +0000,Amphispiza bilineata,Black-throated Sparrow
212731427,2024/05/01 8:07 AM,2024-05-01,2024-05-01 15:07:00 +0000,Salpinctes obsoletus,Rock Wren
212731490,2024/05/01 9:34 AM,2024-05-01,2024-05-01 16:34:00 +0000,Haemorhous mexicanus,House Finch
212731519,2024/05/01 11:15 AM,2024-05-01,2024-05-01 18:15:00 +0000,Amphispiza bilineata,Black-throated Sparrow
212803403,2024/04/29 9:04 PM,2024-04-29,2024-04-30 04:04:00 +0000,Lanius ludovicianus,Loggerhead Shrike
212803805,2024/04/29 9:56 PM,2024-04-29,2024-04-30 04:56:00 +0000,Catherpes mexicanus,Canyon Wren
212815184,2024/04/27 5:08 PM,2024-04-27,2024-04-28 00:08:00 +0000,Empidonax difficilis,Western Flycatcher
